"","dates","DOY","TIME","WC0cm","WC2.5cm","WC5cm","WC10cm","WC15cm","WC20cm","WC30cm","WC50cm","WC100cm","WC200cm"
"1",2015-01-01,1,0,0.198198205511237,0.199301881983926,0.199404214815391,0.198169685604632,0.211711963917778,0.200172953932119,0.200056995807703,0.20003793758654,0.200000002976238,0.4921875
"2",2015-01-01 01:00:00,1,60,0.196129487226934,0.19845139602929,0.198701375924084,0.195742146837584,0.219433838916853,0.200355502837407,0.200114885668462,0.200076421878299,0.200000011440606,0.4921875
"3",2015-01-01 02:00:00,1,120,0.194719658287938,0.197500661296605,0.197852742536531,0.193513207013878,0.224654576973815,0.200552624589142,0.200173583397376,0.200115394114248,0.200000025465951,0.4921875
"4",2015-01-01 03:00:00,1,180,0.194414771741112,0.196579666693401,0.19689306877578,0.191588750855627,0.228190874031784,0.200768862212437,0.200233215589581,0.200154936933547,0.200000045130568,0.4921875
"5",2015-01-01 04:00:00,1,240,0.193654522298478,0.19571559180737,0.195871772924704,0.189930845796793,0.230572655243266,0.201005362166805,0.200293158748004,0.200194633248669,0.200000070486143,0.4921875
"6",2015-01-01 05:00:00,1,300,0.192076744484547,0.194808838088139,0.194827980463896,0.188484898151255,0.232165983896876,0.20126305298714,0.200353083116341,0.20023426161991,0.200000101540188,0.4921875
"7",2015-01-01 06:00:00,1,360,0.190960081965842,0.193842220181863,0.193784352830698,0.187209023270231,0.233229005847786,0.201544018677251,0.200413369527056,0.20027407339969,0.200000138305841,0.4921875
"8",2015-01-01 07:00:00,1,420,0.190148545916083,0.19287771546325,0.192749892500789,0.186065989181092,0.233936207357916,0.201848304548297,0.200473998467246,0.200314052669326,0.200000180811399,0.4921875
"9",2015-01-01 08:00:00,1,480,0.18777777220317,0.191852977648274,0.191722956339249,0.185018783835867,0.234399134224171,0.20217291152068,0.200534174258199,0.200353666478478,0.200000229041866,0.4921875
"10",2015-01-01 09:00:00,1,540,0.184338531236385,0.190645541579087,0.190698402921298,0.184045576663811,0.234696449935117,0.202516538531825,0.200593856614928,0.200392884898695,0.200000282945014,0.4921875
"11",2015-01-01 10:00:00,1,600,0.180932816097444,0.18925628644553,0.189664783826802,0.18313351303616,0.234883585556869,0.202878611497661,0.20065338702623,0.200431931682868,0.200000342484289,0.4921875
